id,brand,car_model,type,desc,problem,datetime,status
989148,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型,比亚迪宋Pro新能源EV模式强制启动发动机,发动机,2023-08-22,处理反馈
989136,上汽通用凯迪拉克,凯迪拉克CT5,2022款 28T 豪华型,凯迪拉克CT5后保险杠疑似二次喷漆,销售欺诈,2023-08-22,处理反馈
989133,广汽乘用车,传祺GS8,2022款 领航系列 2.0TGDI 两驱 尊贵版（七座）,广汽传祺GS8车机芯片算力不足导致卡顿黑屏,车身电器,2023-08-22,用户评分
989112,比亚迪,宋PLUS新能源,2021款 DM-i 51KM 尊荣型,比亚迪宋PLUS新能源车机屏幕边缘开裂,车身电器,2023-08-21,用户评分
989102,一汽解放,解放JK6,2022款 中卡 290马力 4X2 6.8米 AMT 仓栅式载货车(国六),一汽解放JK6车辆排放故障限扭限速,发动机,2023-08-21,信息审核
989099,一汽丰田,RAV4荣放,2021款 2.0L CVT 两驱 都市版,一汽丰田RAV4荣放悬挂变形导致轮胎内侧磨损,前后桥及悬挂系统,2023-08-21,用户评分
989097,上汽大众斯柯达,明锐,2019款 1.5L 手动 智行舒适版 国VI,斯柯达明锐车门内侧装饰脱胶开裂,车身电器,2023-08-21,处理反馈
989092,长城汽车,哈弗神兽,2023款 1.5T 智享版,哈弗神兽车机系统封闭不更新 导航路线不准,车身电器,2023-08-21,处理反馈
989077,长安汽车,逸动,2020款 PLUS 蓝鲸NE 1.4T GDI DCT 旗舰型,长安逸动变速箱插头处渗油打胶无法解决,变速器,2023-08-21,处理反馈
989074,广汽乘用车,传祺GS4,2020款 270T 自动 精英科技版,广汽传祺GS4变速箱挡位消失故障灯亮,变速器,2023-08-21,用户评分
989072,一汽丰田,卡罗拉,2022款 双擎 1.8L E-CVT 先锋版,一汽丰田卡罗拉维修人员误判故障维修技术差,人员技术,2023-08-21,用户评分
989058,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下发动机自行启动,发动机,2023-08-21,处理反馈
989050,奇瑞汽车,瑞虎8 PLUS,2022款 鲲鹏版 390TGDI DCT 豪享版+,奇瑞瑞虎8 PLUS刹车踏板存在异响,制动系统,2023-08-21,用户评分
989048,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机启动,发动机,2023-08-21,用户评分
989046,上汽大众,Polo,2022款 Plus 1.5L 自动 纵情乐活版,上汽大众Polo 4S店保养不当 机滤漏油,人员技术,2023-08-21,处理反馈
989042,东风日产,天籁,2021款 2.0L XL 舒适版,东风日产天籁变速箱漏油存在安全隐患,变速器,2023-08-21,处理反馈
989017,东风日产,天籁,2021款 2.0L XL 舒适版,东风日产天籁优科豪马轮胎行驶过程中开裂,轮胎,2023-08-21,处理反馈
988995,北京奔驰,奔驰GLC,2020款 改款 GLC 260 L 4MATIC 动感型,北京奔驰GLC发动机抖动故障灯报警,发动机,2023-08-21,处理反馈
988993,长安汽车,长安CS75 PLUS,2020款 2.0T 自动 旗舰型,长安CS75 PLUS车机系统长时间无法升级,服务,2023-08-21,用户评分
988987,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机启动,发动机,2023-08-21,处理反馈
988984,比亚迪,汉,2021款 EV 标准续航版 豪华型,比亚迪汉音响和座椅有异响 保养涨价,车身电器,2023-08-21,处理反馈
988972,一汽丰田,锐志,2006款 2.5V 锐志 REIZ,一汽丰田锐志仪表台老化爆裂希望厂家解决,车身电器,2023-08-21,用户评分
988963,长安汽车,长安CS55 PLUS,2022款 第二代 1.5T DCT 尊贵型,长安CS55 PLUS经销商多次返修 维修不完善,人员技术,2023-08-21,用户评分
988962,北京越野,北京BJ40,2021款 2.0D 自动 四驱 刀锋英雄版 先锋型,北京BJ40油箱生锈堵塞油路 希望补偿,发动机,2023-08-21,处理反馈
988956,北京现代,悦纳,2020款 1.4L 手动 GLS 炫酷版,北京现代悦纳车灯漏气进水 底盘生锈,车身电器,2023-08-21,用户评分
988950,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式启动发动机,发动机,2023-08-21,处理反馈
988921,东风本田,本田UR-V,2023款 370TURBO 四驱 尊享版,东风本田UR-V车身塑料件变形 导航外观变色,车身电器,2023-08-21,处理反馈
988911,北京现代,北京现代ix35,2018款 2.0L 自动 四驱 智勇·旗舰版,北京现代ix35车身多处掉漆4S店拖延维修,车身电器,2023-08-21,用户评分
988909,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下发动机无故启动,发动机,2023-08-21,用户评分
988902,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机自动启动,发动机,2023-08-21,处理反馈
988899,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下发动机强制启动,发动机,2023-08-21,处理反馈
988894,比亚迪,唐新能源,2021款 DM-i 112KM 尊贵型,比亚迪唐新能源EV模式发动机自动启动,发动机,2023-08-21,用户评分
988884,长城汽车,坦克300,2024款 2.0T 征服者,坦克300新车多媒体联网失效拖延处理,服务态度,2023-08-21,处理反馈
988872,长安福特,锐际,2020款 EcoBoost 245 两驱 聪慧嘉享款,长安福特锐际右后减震器漏油要求厂家更换,前后桥及悬挂系统,2023-08-21,用户评分
988868,别克,昂科威,2021款 昂科威Plus 652T 五座 豪华型,别克昂科威燃油泵模块有安全隐患,车身电器,2023-08-21,处理反馈
988867,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 悦享型,一汽大众捷达VS5玲珑轮胎出现开裂,轮胎,2023-08-21,用户评分
988861,比亚迪,唐新能源,2021款 DM-i 112KM 尊贵型,比亚迪唐新能源EV模式发动机启动,发动机,2023-08-21,用户评分
988859,比亚迪,唐新能源,2021款 DM-i 112KM 尊贵型,比亚迪唐新能源EV模式下自动启动发动机,发动机,2023-08-21,用户评分
988851,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源EV模式强制启动发动机,发动机,2023-08-21,处理反馈
988849,别克,英朗,2021款 典范 1.5L 自动 精英型,别克英朗两后轮胎吃胎偏磨存在质量问题,前后桥及悬挂系统,2023-08-21,用户评分
988838,吉利汽车,星越L,2021款 2.0TD 高功 自动 四驱 旗舰型,吉利星越L固特异轮胎自然开裂,轮胎,2023-08-21,处理反馈
988823,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源颠簸路面行驶车门异响,车身电器,2023-08-21,处理反馈
988820,五菱汽车,宏光MINIEV,2020款 悦享款 三元锂,五菱宏光MINIEV车身充电插头发烫,车身电器,2023-08-21,处理反馈
988797,比亚迪,汉,2022款 DM-i 121KM 尊贵型,比亚迪汉方向盘磨损 车辆向左跑偏 悬挂偏软,转向系统,2023-08-21,用户评分
988787,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式启动发动机,发动机,2023-08-21,用户评分
988768,比亚迪,驱逐舰05,2022款 DM-i 120KM 尊贵型,比亚迪驱逐舰05纯电情况下发动机启动,发动机,2023-08-21,处理反馈
988759,长城汽车,哈弗大狗,2021款 改款 1.5T DCT 两驱 马犬版,哈弗大狗中央扶手箱晃动不予索赔,车身电器,2023-08-21,用户评分
988727,上汽大众斯柯达,明锐,2022款 1.5L 自动 舒享版,斯柯达明锐4S店无法按时交车要求退订,服务收费,2023-08-21,用户评分
988693,长安汽车,长安CS75 PLUS,2021款 2.0T 自动 领航型,长安CS75 PLUS座椅塑料件断裂 车机未升级,车身电器,2023-08-21,处理反馈
988671,一汽丰田,皇冠,2010款 2.5L V6 真皮天窗导航版,一汽丰田皇冠发动机烧机油 中控台开裂,发动机,2023-08-21,用户评分
988666,长城汽车,哈弗H6,2020款 1.5GDIT 自动 铂金冠军版,哈弗H6初始服务到期后整个车机无法使用,服务收费,2023-08-21,处理反馈
988660,广汽三菱,奕歌,2019款 1.5T CVT 两驱 梦想版 国VI,广汽三菱奕歌事故维修无配件要求解决,配件争议,2023-08-21,信息审核
988626,华晨宝马,宝马X3,2022款 xDrive30i 领先型 M曜夜套装,华晨宝马X3高压油泵异响要求解决,车身电器,2023-08-21,处理反馈
988611,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式时发动机自动启动,发动机,2023-08-21,处理反馈
988606,埃安,传祺GE3,2018款 530 互联网悦享版,广汽埃安传祺GE3空调压缩机故障是通病,车身电器,2023-08-21,处理反馈
988604,江铃福特,全顺,2019款 2.0T 柴油 商旅型 短轴 低顶 7座 国VI,江铃福特全顺三元催化器损坏变速箱损坏,变速器,2023-08-21,用户评分
988579,长安汽车,长安奔奔E-Star,2020款 心动版 三元锂,长安奔奔E-Star承诺保养不兑现,承诺不兑现,2023-08-21,处理反馈
988570,东风日产,启辰星,2020款 260T 自动 48V轻混增压 星曜版,东风日产启辰星车辆不能远程启动,车身电器,2023-08-21,处理反馈
988546,北京现代,菲斯塔,2021款 280TGDi GLX 精英版,北京现代菲斯塔轮毂底盘排气管生锈,车身电器,2023-08-21,处理反馈
988543,比亚迪,唐新能源,2021款 DM-i 112KM 尊贵型,比亚迪唐新能源EV模式自行启动发动机,发动机,2023-08-21,用户评分
988540,比亚迪,驱逐舰05,2022款 DM-i 55KM 尊贵型,比亚迪驱逐舰05满电EV模式启动发动机,发动机,2023-08-21,处理反馈
988532,广汽丰田,凯美瑞,2016款 2.0G 自动 十周年纪念领先版,广汽丰田凯美瑞方向盘脱皮有质量缺陷,车身电器,2023-08-21,用户评分
988526,东风乘用车,风神AX7,2022款 马赫版 1.5T DCT DF41,东风风神AX7行驶中保险杠饰板无故脱落,车身电器,2023-08-21,用户评分
988524,比亚迪,宋PLUS新能源,2021款 DM-i 51KM 尊荣型,比亚迪宋PLUS新能源满电自启动发动机,发动机,2023-08-21,用户评分
988511,上汽大众,途观L新能源,2019款 430PHEV 混动旗舰版,上汽大众途观L新能源天窗漏水希望厂家解决,车身电器,2023-08-21,处理反馈
988501,比亚迪,汉,2022款 DM-i 121KM 尊荣型,比亚迪汉车门把手异响 EV模式启动发动机,发动机,2023-08-21,用户评分
988499,比亚迪,秦PLUS,2021款 DM-i 120KM 旗舰型,比亚迪秦PLUS纯电模式发动机自动启动,发动机,2023-08-21,处理反馈
988497,广汽本田,皓影,2020款 锐·混动 2.0L 两驱 锐·尊贵版,广汽本田皓影变速箱异响要求解决,变速器,2023-08-21,用户评分
988495,别克,威朗,2022款 Pro 533T 乐享版,别克威朗车联网无法登录影响使用,车身电器,2023-08-21,用户评分
988487,一汽丰田,皇冠陆放,2022款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放车机无法升级要求解决,服务,2023-08-21,处理反馈
988472,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放车机系统老旧导航版本低,车身电器,2023-08-21,用户评分
988466,广汽丰田,YARiS L 致炫,2021款 1.5L CVT 领先版,广汽丰田YARiS L 致炫普利司通轮胎开裂,轮胎,2023-08-21,信息审核
988442,一汽-大众,ID.4 CROZZ,2021款 长续航Lite PRO 两驱版,一汽大众ID.4 CROZZ转向异响 吃胎偏磨,转向系统,2023-08-21,用户评分
988441,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机自启动,发动机,2023-08-21,用户评分
988434,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机自启动,发动机,2023-08-21,处理反馈
988430,特斯拉中国,Model 3,2022款 后轮驱动版,特斯拉Model 3冷却液管道防护板薄弱,其他,2023-08-21,处理反馈
988408,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源纯电EV模式发动机启动,发动机,2023-08-21,用户评分
988404,上汽通用凯迪拉克,凯迪拉克XTS,2017款 28T 技术型,凯迪拉克XTS中控触摸屏触摸失灵,车身电器,2023-08-21,用户评分
988402,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型,比亚迪宋Pro新能源EV模式发动机自动启动,发动机,2023-08-21,处理反馈
988393,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型Pro,比亚迪宋Pro新能源EV模式发动机自行启动,发动机,2023-08-21,用户评分
988378,长安福特,蒙迪欧,2020款 EcoBoost 200 时尚型,长安福特蒙迪欧排气管生锈 导航地图老旧,车身电器,2023-08-21,用户评分
988370,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放车机不稳定倒车影像模糊,车身电器,2023-08-21,处理反馈
988351,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放车机导航百度地图不能升级,服务,2023-08-21,处理反馈
988330,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 旗舰版,一汽丰田皇冠陆放无升级无车载互联,车身电器,2023-08-21,用户评分
988322,广汽丰田,威兰达新能源,2023款 高性能版 2.5L 两驱 劲擎版,广汽丰田威兰达新能源后座椅焊接骨架生锈,车身电器,2023-08-21,信息审核
988318,比亚迪,宋PLUS新能源,2021款 DM-i 51KM 尊荣型,比亚迪宋PLUS新能源EV模式下发动机启动,发动机,2023-08-21,处理反馈
988317,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放车机不升级OTA形同虚设,车身电器,2023-08-21,处理反馈
988308,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 尊贵版,一汽丰田皇冠陆放车机系统老旧迟迟不更新,车身电器,2023-08-21,用户评分
988284,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下发动机启动,发动机,2023-08-21,用户评分
988274,广汽三菱,欧蓝德,2020款 2.4L 四驱 致尊版 7座,广汽三菱欧蓝德厂家单方面停止车联网功能,车身电器,2023-08-21,信息审核
988249,斯巴鲁,力狮,2006款 2.0R 自动,斯巴鲁力狮仪表台开裂存在安全隐患,车身电器,2023-08-21,信息审核
988242,吉利汽车,帝豪,2022款 第4代 1.5L CVT 尊贵型,吉利帝豪掉头打死方向底盘异响要求厂家解决,转向系统,2023-08-21,用户评分
988240,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰型,比亚迪宋PLUS新能源EV模式发动机无故启动,发动机,2023-08-21,用户评分
988233,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下启动发动机,发动机,2023-08-20,处理反馈
988232,长城汽车,哈弗赤兔,2021款 激擎版 1.5T 铂金兔,哈弗赤兔车机系统一直不更新要求解决,车身电器,2023-08-20,处理反馈
988213,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机频繁自启动,发动机,2023-08-20,处理反馈
988206,华晨宝马,宝马X1,2021款 sDrive25Li 领先型,华晨宝马X1后刹车片磨损严重希望解决,制动系统,2023-08-20,用户评分
988199,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下启动发动机,发动机,2023-08-20,用户评分
988195,上汽大众,途观L,2020款 330TSI 自动 两驱 全景舒适版 国VI,上汽大众途观L后保险杠下饰板脱落,车身电器,2023-08-20,处理反馈
988170,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型,比亚迪宋Pro新能源发动机频繁自动启动,发动机,2023-08-20,用户评分
988165,东风本田,本田XR-V,2021款 1.5L CVT 舒适版,东风本田XR-V购买延保承诺赠送保养未兑现,承诺不兑现,2023-08-20,处理反馈
988164,别克,微蓝6,2019款 互联时尚型,别克微蓝6电池严重虚标且锁电 车机系统故障,车身电器,2023-08-20,处理反馈
988158,江西五十铃,D-MAX,2021款 1.9T 自动 四驱 柴油 Global 悍动型 RZ4E,江西五十铃D-MAX发动机出现漏油的现象,发动机,2023-08-20,用户评分
988155,比亚迪,唐新能源,2021款 DM-i 112KM 尊贵型,比亚迪唐新能源EV模式自启动发动机且共振,发动机,2023-08-20,用户评分
988145,比亚迪,唐新能源,2021款 DM-i 112KM 尊荣型,比亚迪唐新能源EV模式下自动启动发动机,发动机,2023-08-20,处理反馈
988143,比亚迪,秦PLUS,2021款 DM-i 55KM 旗舰型,比亚迪秦PLUS EV模式时发动机强制启动,发动机,2023-08-20,用户评分
988134,东风标致,标致508,2019款 508L 400THP PureTech 驾控版 国VI,东风标致508打方向盘时有异响的现象,转向系统,2023-08-20,处理反馈
988121,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式时发动机自动启动,发动机,2023-08-20,处理反馈
988119,上汽大众,帕萨特新能源,2019款 430PHEV 混动 精英版,上汽大众帕萨特新能源空调压力传感器故障,车身电器,2023-08-20,处理反馈
988109,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式发动机自动启动,发动机,2023-08-20,用户评分
988103,比亚迪,宋Pro新能源,2022款 DM-i 110km 旗舰型,比亚迪宋Pro新能源EV模式发动机频繁启动,发动机,2023-08-20,处理反馈
988081,江铃集团新能源,江铃E200N,2018款 E200N 时尚型(250KM),江铃新能源E200N经销商保修承诺不兑现,承诺不兑现,2023-08-20,处理反馈
988078,北京现代,领动,2020款 1.4T 双离合 炫动·活力型,北京现代领动转向异响 发动机转速高,发动机,2023-08-20,处理反馈
988075,一汽丰田,威驰,2021款 1.5L CVT 创行版,一汽丰田威驰普利司通轮胎开裂希望更换,轮胎,2023-08-20,用户评分
988072,比亚迪,唐新能源,2021款 DM-i 112KM 尊荣型,比亚迪唐新能源EV模式发动机启动,发动机,2023-08-20,用户评分
988068,比亚迪,驱逐舰05,2022款 DM-i 55KM 豪华型,比亚迪驱逐舰05提示请检查动力系统,发动机,2023-08-20,处理反馈
988064,北京奔驰,奔驰GLB,2021款 GLB 180 动感型,北京奔驰GLB高速行驶时车内存在异响,车身电器,2023-08-20,处理反馈
988051,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下启动发动机,发动机,2023-08-20,用户评分
988048,领克,领克01,2021款 2.0TD 两驱 型Pro,领克01发动机故障灯亮 空气净化功能失灵,发动机,2023-08-20,用户评分
988036,上汽大众斯柯达,柯珞克,2020款 TSI280 智行豪华版 国VI,斯柯达柯珞克胎压监测系统故障报警,车身电器,2023-08-20,处理反馈
988027,一汽丰田,皇冠陆放,2021款 2.5L HEV 四驱 旗舰版,一汽丰田皇冠陆放前排车门三角窗漏风,车身电器,2023-08-20,处理反馈
988015,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 悦享型,一汽大众捷达VS5玲珑轮胎出现开裂,制动系统,2023-08-20,用户评分
987993,长安汽车,长安CS75 PLUS,2021款 2.0T 自动 领航型,长安CS75PLUS车机导航死机黑屏不更新,车身电器,2023-08-20,处理反馈
987974,长安汽车,长安CS55 PLUS,2021款 蓝鲸版 1.5T DCT 豪华型,长安CS55 PLUS变速箱插头漏油希望处理,变速器,2023-08-20,用户评分
987969,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 悦享型,一汽大众捷达VS5玲珑轮胎开裂严重,轮胎,2023-08-20,用户评分
987957,长安汽车,逸动,2021款 PLUS 蓝鲸NE 1.4T GDI DCT 旗舰型,长安逸动蓝牙钥匙不能启动车辆 变速箱渗油,变速器,2023-08-20,处理反馈
987948,比亚迪,驱逐舰05,2022款 DM-i 120KM 尊贵型,比亚迪驱逐舰05发动机EV模式异常启动,发动机,2023-08-20,用户评分
987945,吉利汽车,星瑞,2021款 2.0T 尊贵型,吉利星瑞车机卡顿死机要求尽快处理,车身电器,2023-08-20,用户评分
987883,上汽通用雪佛兰,科鲁泽,2022款 320 自动 悦享版,雪佛兰科鲁泽开启空调时出现异响,车身电器,2023-08-20,用户评分
987872,奇瑞汽车,捷途X70 PLUS,2021款 1.6T DCT 星 5座,捷途X70 PLUS刹车时有异响一直未解决,制动系统,2023-08-20,处理反馈
987845,广汽丰田,广汽丰田iA5,2021款 豪华版,广汽丰田iA5车机中控屏幕开裂希望处理,车身电器,2023-08-20,信息审核
987831,长安凯程,长安之星9EV,2021款 纯电动厢式运输车2座60kW,长安之星9EV动力电池问题故障灯一直亮,发动机,2023-08-20,处理反馈
987807,一汽奥迪,奥迪A4L,2020款 40 TFSI 时尚动感型,一汽奥迪A4L变速箱升降挡异响顿挫,变速器,2023-08-20,处理反馈
987805,一汽-大众,ID.4 CROZZ,2022款 长续航Lite PRO版,一汽大众ID.4 CROZZ车机系统经常花屏,车身电器,2023-08-20,处理反馈
987804,比亚迪,汉,2022款 DM-i 121KM 尊享型,比亚迪汉刹车盘有裂痕 发动机异常启动,发动机,2023-08-20,处理反馈
987782,比亚迪,唐新能源,2021款 DM-i 112KM 尊荣型,比亚迪唐新能源EV模式发动机异常启动,发动机,2023-08-20,处理反馈
987761,长安福特,锐际,2020款 EcoBoost 245 两驱 聪慧嘉享款,长安福特锐际车机系统一直无法更新,服务,2023-08-20,用户评分
987754,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式下启动发动机,发动机,2023-08-20,用户评分
987752,东风本田,思域,2019款 220TURBO CVT 燃动版 国VI,东风本田思域优科豪马轮胎起皮严重,轮胎,2023-08-20,处理反馈
987751,长城汽车,哈弗H6,2020款 1.5GDIT 自动 铂金冠军版,哈弗H6发动机无法启动 故障灯亮,发动机,2023-08-20,用户评分
987745,比亚迪,汉,2022款 DM-i 121KM 尊荣型,比亚迪汉EV模式下强制启动发动机,发动机,2023-08-20,用户评分
987742,一汽-大众,ID.4 CROZZ,2022款 长续航Lite PRO版,一汽大众ID.4 CROZZ行驶过程中电机有异响,发动机,2023-08-20,用户评分
987733,上汽大众,辉昂,2016款 380TSI 两驱 御尊版,上汽大众辉昂变速箱挂档卡顿 转向异响,变速器,2023-08-20,用户评分
987728,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源保养涨价发动机自动启动,发动机,2023-08-20,处理反馈
987697,宝马（进口）,宝马X5（进口）,2011款 xDrive35i 豪华型,宝马X5雨刮挡水板材料老化存在安全隐患,车身电器,2023-08-20,处理反馈
987690,上汽大通,上汽大通MAXUS EUNIQ 5,2020款 1.3T PLUG IN 豪华版,上汽大通MAXUS EUNIQ 5行驶轨迹查询功能被取消,服务,2023-08-20,处理反馈
987686,一汽丰田,亚洲龙,2021款 2.5L 豪华版,一汽丰田亚洲龙车内异味强烈难闻,车身电器,2023-08-20,处理反馈
987684,东风小康,风光580,2020款 1.5T CVT 豪华型,东风风光580发动机故障灯亮无法加速,发动机,2023-08-20,处理反馈
987677,比亚迪,汉,2022款 DM-i 121KM 尊享型,比亚迪汉EV模式发动机无故启动 保养上涨,发动机,2023-08-20,处理反馈
987676,华晨宝马,宝马3系,2023款 325Li M运动曜夜套装,华晨宝马3系事故维修没修好出现新的问题,人员技术,2023-08-20,处理反馈
987663,奇瑞汽车,捷途X70 PLUS,2021款 1.5T 手动 林 7座,捷途X70 PLUS发动机抖动 故障灯亮,发动机,2023-08-19,用户评分
987645,比亚迪,汉,2022款 DM-i 121KM 尊享型,比亚迪汉纯电模式下发动机频繁启动,发动机,2023-08-19,处理反馈
987622,一汽奔腾,奔腾T99,2020款 20TD 自动 豪华型,一汽奔腾T99变速箱顿挫异响 电瓶亏电,变速器,2023-08-19,处理反馈
987614,长城汽车,哈弗F7,2021款 1.5T 两驱 i潮,哈弗F7蓄电池亏电希望给予解决,车身电器,2023-08-19,处理反馈
987612,比亚迪,唐新能源,2021款 DM-i 112KM 尊荣型,比亚迪唐新能源EV模式下发动机自动启动,发动机,2023-08-19,处理反馈
987583,一汽丰田,亚洲龙,2019款 2.0L XLE 尊享版 国VI,一汽丰田亚洲龙启动时发动机有异响,发动机,2023-08-19,用户评分
987575,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源发动机自动启动,发动机,2023-08-19,处理反馈
987568,上汽集团,MG5天蝎座,2022款 1.5T Trophy运动豪享版,上汽名爵MG5天蝎座中控显示屏黑屏不显示,车身电器,2023-08-19,用户评分
987564,比亚迪,秦PLUS,2021款 DM-i 55KM 尊贵型,比亚迪秦PLUS发动机EV模式下频繁启动,发动机,2023-08-19,用户评分
987556,奔驰（进口）,奔驰GLE,2020款 GLE 350 4MATIC 时尚型 改款,进口奔驰GLE冷却液高温报警有设计缺陷,发动机,2023-08-19,处理反馈
987555,华晨宝马,宝马X3,2020款 xDrive28i 豪华套装,华晨宝马X3空调鼓风机工作时有异响,车身电器,2023-08-19,处理反馈
987536,北京奔驰,奔驰C级,2022款 C 200 L 运动版,北京奔驰C级4S店未维修完毕却交付车辆,人员技术,2023-08-19,用户评分
987533,华晨宝马,宝马5系新能源,2022款 535Le 先锋版M运动套装,华晨宝马5系新能源右侧羊角胶套有异响,前后桥及悬挂系统,2023-08-19,处理反馈
987532,一汽奔腾,奔腾B30EV,2018款 豪华型,一汽奔腾B30EV真空泵一直运行 行驶中限速,制动系统,2023-08-19,处理反馈
987508,上汽大众,途岳,2020款 280TSI 两驱 豪华版 国V,上汽大众途岳加油门无法加速希望厂家处理,变速器,2023-08-19,处理反馈
987506,小鹏汽车,小鹏P5,2022款 460E,小鹏P5高速路上行驶中突然失速无法提速,发动机,2023-08-19,处理反馈
987497,吉利汽车,博越,2020款 1.8TD DCT 智慧PRO,吉利博越变速箱挡位指示灯与雾灯宣传不符,销售欺诈,2023-08-19,用户评分
987493,比亚迪,宋PLUS新能源,2021款 DM-i 51KM 尊荣型,比亚迪宋PLUS新能源EV模式启动发动机,发动机,2023-08-19,用户评分
987479,比亚迪,秦PLUS,2021款 DM-i 55KM 旗舰型,比亚迪秦PLUSEV模式下自启动发动机,发动机,2023-08-19,处理反馈
987455,比亚迪,宋PLUS新能源,2021款 DM-i 110KM 旗舰PLUS,比亚迪宋PLUS新能源EV模式启动发动机,发动机,2023-08-19,用户评分
987445,一汽-大众捷达,捷达VS5,2019款 280TSI 自动 进取型,一汽大众捷达VS5玲珑轮胎爆胎 开裂,轮胎,2023-08-19,处理反馈
987439,华晨宝马,宝马3系,2022款 325Li M运动套装,华晨宝马3系转弯时打方向异响要求解决,转向系统,2023-08-19,处理反馈
987438,北京现代,伊兰特,2022款 1.5L CVT LUX 尊贵版,北京现代伊兰特贯穿式尾灯进入昆虫,车身电器,2023-08-19,用户评分
987423,一汽丰田,亚洲龙,2022款 2.0L XLE 尊享版,一汽丰田亚洲龙电瓶损坏车辆无法启动,车身电器,2023-08-19,用户评分
987419,北京现代,途胜,2015款 1.6T   双离合 两驱 舒适型,北京现代途胜在行驶过程中一加速就出现顿挫,变速器,2023-08-19,处理反馈
987407,别克,微蓝6,2022款 互联智享型 PLUS,别克微蓝6电机故障但是一直无配件,配件争议,2023-08-19,用户评分
987400,广汽本田,雅阁,2018款 260TURBO 精英版 国VI,广汽本田雅阁打方向异响 后轮胎偏磨,转向系统,2023-08-19,用户评分
987395,长城汽车,哈弗F7,2021款 1.5T 两驱 i型,哈弗F7蓄电池亏电希望给予解决,车身电器,2023-08-19,处理反馈
987374,东风本田,东风本田X-NV,2020款 电掣版,东风本田X-NV三电合一保险丝及集成面板损坏,车身电器,2023-08-19,用户评分
